Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
8080.0,70903.0,4.0,3.0,206.0,134.0,194.0,0.0,51.5,95.0421,128.0,0.0,44.666668,72.23111,4795.2837,98.72643,11817.167,27780.719,68519.0,51.0,70903.0,23634.334,40216.13,70070.0,51.0,69150.0,34575.0,48004.066,68519.0,631.0,0.0,0.0,0.0,0.0,92.0,72.0,56.415104,42.311325,0.0,194.0,42.5,75.28802,5668.2856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.57143,51.5,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,206.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,70098.0,4.0,3.0,208.0,134.0,196.0,0.0,52.0,96.04166,128.0,0.0,44.666668,72.23111,4878.884,99.8602,11683.0,27627.902,68075.0,67.0,70098.0,23366.0,39807.254,69330.0,67.0,68666.0,34333.0,47718.395,68075.0,591.0,0.0,0.0,0.0,0.0,92.0,72.0,57.06297,42.797226,0.0,196.0,42.75,75.86407,5755.357,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.857143,52.0,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,208.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,66444.0,4.0,3.0,207.0,134.0,195.0,0.0,51.75,95.54188,128.0,0.0,44.666668,72.23111,5132.141,105.351875,11074.0,25912.955,63965.0,122.0,66444.0,22148.0,37541.27,65496.0,229.0,64869.0,32434.5,44590.86,63965.0,904.0,0.0,0.0,0.0,0.0,92.0,72.0,60.201073,45.150803,0.0,195.0,42.625,75.57577,5711.6963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.714287,51.75,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,207.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,104121.0,4.0,3.0,206.0,134.0,194.0,0.0,51.5,95.0421,128.0,0.0,44.666668,72.23111,3265.4316,67.22948,17353.5,41472.125,102005.0,46.0,104121.0,34707.0,59577.938,103501.0,46.0,102597.0,51298.5,71709.82,102005.0,592.0,0.0,0.0,0.0,0.0,92.0,72.0,38.416843,28.812632,0.0,194.0,42.5,75.28802,5668.2856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.57143,51.5,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,206.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,74123.0,4.0,3.0,208.0,134.0,196.0,0.0,52.0,96.04166,128.0,0.0,44.666668,72.23111,4613.9526,94.43762,12353.833,29280.807,72120.0,57.0,74123.0,24707.666,42189.734,73423.0,57.0,72736.0,36368.0,50560.965,72120.0,616.0,0.0,0.0,0.0,0.0,92.0,72.0,53.964355,40.473267,0.0,196.0,42.75,75.86407,5755.357,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.857143,52.0,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,208.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,61144.0,4.0,3.0,207.0,134.0,195.0,0.0,51.75,95.54188,128.0,0.0,44.666668,72.23111,5576.9985,114.48384,10190.667,23978.795,59131.0,3.0,61144.0,20381.334,34909.047,60690.0,3.0,59690.0,29845.0,41416.66,59131.0,559.0,0.0,0.0,0.0,0.0,92.0,72.0,65.419334,49.064503,0.0,195.0,42.625,75.57577,5711.6963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.714287,51.75,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,207.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
52908.0,32.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,375000.0,62500.0,32.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,31250.0,31250.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,245.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,202412.0,5.0,4.0,213.0,140.0,195.0,0.0,42.6,85.233795,128.0,0.0,35.0,62.064484,1743.9678,44.463768,25301.5,70805.16,200534.0,4.0,202412.0,50603.0,100316.41,201077.0,72.0,201134.0,67044.664,115605.53,200534.0,4.0,0.0,0.0,0.0,0.0,112.0,92.0,24.702093,19.761675,0.0,195.0,35.3,68.41711,4680.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.22222,42.6,35.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,213.0,4.0,140.0,8192.0,237.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,72741.0,4.0,3.0,1035.0,134.0,1023.0,0.0,258.75,509.50784,128.0,0.0,44.666668,72.23111,16070.717,96.231834,12123.5,28614.41,70529.0,50.0,72741.0,24247.0,41334.727,71975.0,86.0,71335.0,35667.5,49301.605,70529.0,806.0,0.0,0.0,0.0,0.0,92.0,72.0,54.98962,41.242214,0.0,1023.0,146.125,357.01157,127457.266,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,167.0,258.75,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1035.0,3.0,134.0,8192.0,245.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,138008.0,4.0,3.0,207.0,134.0,195.0,0.0,51.75,95.54188,128.0,0.0,44.666668,72.23111,2470.8713,50.7217,23001.334,55385.105,136054.0,21.0,138008.0,46002.668,79157.24,137405.0,21.0,136663.0,68331.5,95774.08,136054.0,609.0,0.0,0.0,0.0,0.0,92.0,72.0,28.983828,21.737871,0.0,195.0,42.625,75.57577,5711.6963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.714287,51.75,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,207.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,122908.0,4.0,3.0,852.0,134.0,840.0,0.0,213.0,418.00958,128.0,0.0,44.666668,72.23111,8022.2607,56.953167,20484.666,49205.406,120923.0,30.0,122908.0,40969.332,70359.8,122213.0,30.0,121526.0,60763.0,85079.086,120923.0,603.0,0.0,0.0,0.0,0.0,92.0,72.0,32.544666,24.4085,0.0,840.0,123.25,292.90845,85795.36,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,140.85715,213.0,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,852.0,3.0,134.0,8192.0,242.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,207432.0,5.0,4.0,216.0,140.0,198.0,0.0,43.2,86.57482,128.0,0.0,35.0,62.064484,1716.2251,43.387714,25929.0,72419.23,205156.0,3.0,207432.0,51858.0,102773.31,206017.0,3.0,205953.0,68651.0,118216.94,205156.0,215.0,0.0,0.0,0.0,0.0,112.0,92.0,24.104284,19.283428,0.0,198.0,35.6,69.1973,4788.2666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.555557,43.2,35.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,216.0,4.0,140.0,8192.0,237.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,70073.0,4.0,3.0,207.0,134.0,195.0,0.0,51.75,95.54188,128.0,0.0,44.666668,72.23111,4866.3535,99.89582,11678.833,27744.674,68310.0,50.0,70073.0,23357.666,39922.215,69455.0,64.0,68867.0,34433.5,47908.605,68310.0,557.0,0.0,0.0,0.0,0.0,92.0,72.0,57.08333,42.812496,0.0,195.0,42.625,75.57577,5711.6963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.714287,51.75,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,207.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,64381.0,4.0,3.0,206.0,134.0,194.0,0.0,51.5,95.0421,128.0,0.0,44.666668,72.23111,5281.061,108.72773,10730.167,23908.97,59502.0,80.0,64381.0,21460.334,34340.383,61098.0,691.0,62695.0,31347.5,39816.477,59502.0,3193.0,0.0,0.0,0.0,0.0,92.0,72.0,62.13013,46.5976,0.0,194.0,42.5,75.28802,5668.2856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.57143,51.5,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,206.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
4176.0,88.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,136363.64,22727.273,88.0,0.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,11363.637,11363.637,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
52912.0,3.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,4e+06,666666.7,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,333333.34,333333.34,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,64334.0,4.0,3.0,207.0,134.0,195.0,0.0,51.75,95.54188,128.0,0.0,44.666668,72.23111,5300.4634,108.80716,10722.333,25243.299,62246.0,48.0,64334.0,21444.666,36359.777,63427.0,71.0,62812.0,31406.0,43614.348,62246.0,566.0,0.0,0.0,0.0,0.0,92.0,72.0,62.17552,46.63164,0.0,195.0,42.625,75.57577,5711.6963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.714287,51.75,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,207.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,62491.0,4.0,3.0,206.0,134.0,194.0,0.0,51.5,95.0421,128.0,0.0,44.666668,72.23111,5440.7837,112.01613,10415.167,24429.5,60276.0,49.0,62491.0,20830.334,35515.63,61839.0,49.0,60924.0,30462.0,42163.363,60276.0,648.0,0.0,0.0,0.0,0.0,92.0,72.0,64.00922,48.006912,0.0,194.0,42.5,75.28802,5668.2856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.57143,51.5,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,206.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
2952.0,18.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,666666.7,111111.11,18.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,55555.555,55555.555,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,16393.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,105495.0,4.0,3.0,207.0,134.0,195.0,0.0,51.75,95.54188,128.0,0.0,44.666668,72.23111,3232.3806,66.35386,17582.5,41989.19,103290.0,58.0,105495.0,35165.0,60212.645,104692.0,157.0,103935.0,51967.5,72580.98,103290.0,645.0,0.0,0.0,0.0,0.0,92.0,72.0,37.91649,28.437366,0.0,195.0,42.625,75.57577,5711.6963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.714287,51.75,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,207.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
52914.0,5.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,2.4e+06,400000.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,200000.0,200000.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
53735.0,72.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,166666.67,27777.777,72.0,0.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,13888.889,13888.889,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,75610.0,4.0,3.0,210.0,134.0,198.0,0.0,52.5,97.04123,128.0,0.0,44.666668,72.23111,4549.6626,92.580345,12601.667,30014.797,73867.0,44.0,75610.0,25203.334,43062.957,74927.0,48.0,74449.0,37224.5,51820.32,73867.0,582.0,0.0,0.0,0.0,0.0,92.0,72.0,52.903053,39.67729,0.0,198.0,43.0,76.44232,5843.4287,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.142857,52.5,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,210.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
2953.0,18.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,666666.7,111111.11,18.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,55555.555,55555.555,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,16393.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
4184.0,63.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,190476.19,31746.031,63.0,0.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,15873.016,15873.016,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
52920.0,32.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,375000.0,62500.0,32.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,31250.0,31250.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
53736.0,43.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,279069.78,46511.63,43.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,23255.814,23255.814,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,71763.0,4.0,3.0,207.0,134.0,195.0,0.0,51.75,95.54188,128.0,0.0,44.666668,72.23111,4751.7524,97.543304,11960.5,28413.664,69957.0,21.0,71763.0,23921.0,40993.973,71256.0,21.0,70633.0,35316.5,48989.066,69957.0,676.0,0.0,0.0,0.0,0.0,92.0,72.0,55.73903,41.80427,0.0,195.0,42.625,75.57577,5711.6963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.714287,51.75,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,207.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,62656.0,4.0,3.0,208.0,134.0,196.0,0.0,52.0,96.04166,128.0,0.0,44.666668,72.23111,5458.376,111.721146,10442.667,24655.73,60768.0,33.0,62656.0,20885.334,35566.207,61952.0,33.0,61350.0,30675.0,42557.93,60768.0,582.0,0.0,0.0,0.0,0.0,92.0,72.0,63.840652,47.88049,0.0,196.0,42.75,75.86407,5755.357,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.857143,52.0,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,208.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
4186.0,95.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,126315.79,21052.63,95.0,0.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,10526.315,10526.315,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,65081.0,4.0,3.0,207.0,134.0,195.0,0.0,51.75,95.54188,128.0,0.0,44.666668,72.23111,5239.6245,107.55827,10846.833,25659.217,63221.0,38.0,65081.0,21693.666,36948.95,64357.0,38.0,63847.0,31923.5,44261.348,63221.0,626.0,0.0,0.0,0.0,0.0,92.0,72.0,61.461872,46.0964,0.0,195.0,42.625,75.57577,5711.6963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.714287,51.75,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,207.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
51757.0,82.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,146341.47,24390.244,82.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,12195.122,12195.122,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,63897.0,4.0,3.0,206.0,134.0,194.0,0.0,51.5,95.0421,128.0,0.0,44.666668,72.23111,5321.0635,109.55131,10649.5,24905.912,61481.0,50.0,63897.0,21299.0,36301.49,63215.0,50.0,62140.0,31070.0,43007.65,61481.0,659.0,0.0,0.0,0.0,0.0,92.0,72.0,62.60075,46.95056,0.0,194.0,42.5,75.28802,5668.2856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.57143,51.5,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,206.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,79912.0,4.0,3.0,207.0,134.0,195.0,0.0,51.75,95.54188,128.0,0.0,44.666668,72.23111,4267.194,87.59636,13318.667,31643.041,77907.0,54.0,79912.0,26637.334,45472.44,79143.0,54.0,78514.0,39257.0,54659.355,77907.0,607.0,0.0,0.0,0.0,0.0,92.0,72.0,50.05506,37.541294,0.0,195.0,42.625,75.57577,5711.6963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.714287,51.75,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,207.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
52925.0,28.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,428571.44,71428.57,28.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,35714.285,35714.285,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,73464.0,4.0,3.0,207.0,134.0,195.0,0.0,51.75,95.54188,128.0,0.0,44.666668,72.23111,4641.7295,95.28477,12244.0,29124.037,71691.0,70.0,73464.0,24488.0,41877.344,72843.0,71.0,72271.0,36135.5,50283.07,71691.0,580.0,0.0,0.0,0.0,0.0,92.0,72.0,54.448437,40.836327,0.0,195.0,42.625,75.57577,5711.6963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.714287,51.75,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,207.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,73392.0,4.0,3.0,210.0,134.0,198.0,0.0,52.5,97.04123,128.0,0.0,44.666668,72.23111,4687.159,95.37824,12232.0,29215.559,71866.0,4.0,73392.0,24464.0,42010.527,72973.0,4.0,72447.0,36223.5,50406.105,71866.0,581.0,0.0,0.0,0.0,0.0,92.0,72.0,54.501854,40.87639,0.0,198.0,43.0,76.44232,5843.4287,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.142857,52.5,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,210.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
2958.0,20.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,600000.0,100000.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,50000.0,50000.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,16393.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,74995.0,4.0,3.0,207.0,134.0,195.0,0.0,51.75,95.54188,128.0,0.0,44.666668,72.23111,4546.9697,93.339554,12499.167,29609.924,72937.0,21.0,74995.0,24998.334,42604.664,74192.0,21.0,73549.0,36774.5,51141.496,72937.0,612.0,0.0,0.0,0.0,0.0,92.0,72.0,53.336887,40.002666,0.0,195.0,42.625,75.57577,5711.6963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.714287,51.75,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,207.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
